institute_short,program_name,program_duration,degree_short,quota,pool,category,is_preparatory,opening_rank,closing_rank
NIT-Durgapur,Bio Technology,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14630,19725
NIT-Karnataka-Surathkal,Mining Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,14656,24774
NIT-Warangal,Civil Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,14661,21463
NIT-Raipur,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,14727,23398
NIT-Durgapur,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,14737,32040
NIT-Tiruchirappalli,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,14740,25415
NIT-Uttarakhand,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,14743,45756
NIT-Jamshedpur,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14744,20323
NIT-Bhopal,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,14753,23421
NIT-Rourkela,Industrial Design,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14765,15141
NIT-Raipur,Bio Medical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,14773,20136
NIT-Agartala,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,14782,40051
NIT-Patna,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14787,19127
NIT-Jaipur,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,14801,24475
NIT-Silchar,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,14820,31806
NIT-Allahabad,Production and Industrial Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,14824,28715
NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14853,19636
NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,14877,23563
NIT-Srinagar,Civil Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,14880,34193
NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),OS,Female-Only,GEN,0,14901,19533
NIT-Rourkela,Industrial Design,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,14940,33047
NIT-Rourkela,Physics,5 Years,Int MSc.,HS,Gender-Neutral,GEN,0,14941,49788
NIT-Raipur,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14964,19320
NIT-Allahabad,Bio Technology,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14964,18467
NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14966,21330
NIT-Sikkim,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,14968,14968
NIT-Rourkela,Industrial Design,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,14970,29879
NIT-Patna,Physics,5 Years,Int MSc.,OS,Female-Only,OBC-NCL,0,14972,14972
NIT-Puducherry,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,14981,20722
NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,15007,29688
NIT-Tiruchirappalli,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,15008,35770
NIT-Calicut,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,15049,31527
NIT-Silchar,Electrical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,15051,19452
NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15090,15090
NIT-Delhi,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,15112,19466
NIT-Delhi,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,15137,22239
NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,15143,27892
NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,15155,22094
NIT-Manipur,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,15176,20273
NIT-Durgapur,Civil Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,15248,62382
NIT-Calicut,Production Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,15249,67965
NIT-Durgapur,Chemistry,5 Years,Int MSc.,OS,Female-Only,OBC-NCL,0,15309,21546
NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,JK,Female-Only,GEN,0,15309,49690
NIT-Rourkela,Chemistry,5 Years,Int MSc.,HS,Gender-Neutral,OBC-NCL,0,15321,37899
NIT-Calicut,Materials Science and Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,15327,20508
NIT-Durgapur,Bio Technology,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,15338,49673
NIT-Goa,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,15345,26295
NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),HS,Gender-Neutral,GEN,0,15346,45751
NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,15366,98197
NIT-Karnataka-Surathkal,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,15371,29465
NIT-Rourkela,Metallurgical and Materials Engineering,5 Years,Btech + M.Tech (IDD),HS,Gender-Neutral,OBC-NCL,0,15401,24395
NIT-Tiruchirappalli,Civil Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,15424,17489
NIT-Jamshedpur,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,15488,23039
NIT-Jaipur,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15489,19364
NIT-Raipur,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,15563,27086
NIT-Sikkim,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15566,19438
NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,15569,60806
NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,15599,22922
NIT-Raipur,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,15600,24936
NIT-Andhra-Pradesh,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,15602,27472
NIT-Sikkim,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15604,20111
NIT-Raipur,Bio Medical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15615,20570
NIT-Raipur,Mining Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15616,21131
NIT-Sikkim,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,15628,15628
NIT-Nagpur,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,15662,25652
IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering andBiotechnology,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,15663,15663
NIT-Raipur,Bio Medical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,15671,28110
NIT-Srinagar,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15673,20234
NIT-Karnataka-Surathkal,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,15680,21582
NIT-Calicut,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,15693,24301
NIT-Allahabad,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,15711,20185
NIT-Durgapur,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,15733,25161
NIT-Srinagar,Electrical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,15769,15769
NIT-Srinagar,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,15804,16159
NIT-Srinagar,Information Technology,4 Years,B.Tech,HS,Female-Only,SC,0,15826,15826
NIT-Jaipur,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,15826,26712
NIT-Jalandhar,Textile Technology,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15834,20482
NIT-Sikkim,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,15842,15842
NIT-Calicut,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,15846,26286
NIT-Srinagar,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,15847,16262
NIT-Agartala,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,15850,52042
NIT-Uttarakhand,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15854,15854
NIT-Allahabad,Production and Industrial Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15866,18918
NIT-Raipur,Bio Technology,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,15869,15869
NIT-Jamshedpur,Production and Industrial Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15930,21449
NIT-Kurukshetra,Civil Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,15947,20371
NIT-Surat,Physics,5 Years,Int MSc.,HS,Gender-Neutral,GEN,0,15962,51470
NIT-Bhopal,Materials Science and Metallurgical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,15964,19286
NIT-Hamirpur,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,15969,25788
NIT-Srinagar,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,16004,20859
NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,JK,Gender-Neutral,SC,0,16030,34883
NIT-Jalandhar,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,16071,26438
NIT-Agartala,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,16146,33853
NIT-Goa,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,16147,22245
NIT-Silchar,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,16162,25411
NIT-Agartala,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,16166,20703
NIT-Agartala,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,16173,20341
NIT-Rourkela,Chemical Engineering,5 Years,Btech + M.Tech (IDD),OS,Gender-Neutral,GEN,0,16184,24418
NIT-Puducherry,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,16223,25349
NIT-Tiruchirappalli,Instrumentation and Control Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,16233,16233
IIT-Kharagpur,Exploration Geophysics,4 Years,BSc,AI,Female-Only,GEN,0,16252,17871
NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,16270,21875
IIT-Dharwad,Engineering Physics,4 Years,B.Tech,AI,Female-Only,GEN,0,16278,16278
NIT-Srinagar,Civil Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,16297,24899
NIT-Nagaland,Electronics and Instrumentation Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,16334,16334
NIT-Durgapur,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,16352,42740
NIT-Durgapur,Bio Technology,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,16356,55055
NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,16423,29717
NIT-Uttarakhand,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,16429,35608
NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,JK,Female-Only,GEN-EWS,0,16452,16452
NIT-Meghalaya,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,16458,20752
NIT-Meghalaya,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,16465,21179
NIT-Uttarakhand,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,16489,16489
NIT-Raipur,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,16531,27696
NIT-Jalandhar,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,16533,34825
NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,16534,25012
NIT-Rourkela,Civil Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,16563,49529
NIT-Raipur,Bio Medical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,16575,16575
NIT-Allahabad,Civil Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,16581,38646
NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,16589,28779
NIT-Delhi,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,16594,36115
NIT-Raipur,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,16625,58947
NIT-Patna,Physics,5 Years,Int MSc.,HS,Female-Only,ST,0,16628,16628
NIT-Hamirpur,Materials Science and Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,16632,18415
IIT-Jodhpur,Materials Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,16662,20669
IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,16673,20548
NIT-Srinagar,Electrical Engineering,4 Years,B.Tech,JK,Gender-Neutral,GEN-EWS,0,16674,35955
NIT-Calicut,Bio Technology,4 Years,B.Tech,HS,Female-Only,GEN,0,16679,39048
NIT-Silchar,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,16719,43777
NIT-Rourkela,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,16731,33370
NIT-Agartala,Computational Mathematics,5 Years,Btech + M.Tech (IDD),OS,Gender-Neutral,GEN,0,16735,26922
NIT-Durgapur,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,16784,34539
NIT-Srinagar,Information Technology,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,16803,17490
NIT-Rourkela,Bio Technology,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,16815,31623
NIT-Allahabad,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,16831,29702
NIT-Nagaland,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,16837,19445
NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,16867,21089
IIT-(ISM) Dhanbad,Mineral and Metallurgical Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,16945,20458
IIT-Kharagpur,Chemistry,4 Years,BSc,AI,Female-Only,GEN,0,16970,17529
NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,16979,31125
NIT-Calicut,Bio Technology,4 Years,B.Tech,HS,Gender-Neutral,ST,0,16983,16983
NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,17026,35394
NIT-Silchar,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,17040,30500
NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,17081,27791
NIT-Kurukshetra,Production and Industrial Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,17093,35140
NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,17118,24809
NIT-Arunachal-Pradesh,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,17121,24696
NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,17151,23156
NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,17180,31645
NIT-Allahabad,Production and Industrial Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,17242,29224
IIT-Patna,Engineering Physics,4 Years,B.Tech,AI,Female-Only,GEN,0,17250,18104
NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GO,Female-Only,GEN,0,17260,55718
NIT-Durgapur,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,17281,33349
NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,17294,24748
NIT-Srinagar,Electrical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,17295,17295
IIT-Bhubaneswar,Metallurgical and Materials Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,17319,20283
NIT-Arunachal-Pradesh,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,17322,21512
NIT-Andhra-Pradesh,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,17343,24094
NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),HS,Female-Only,GEN-EWS,0,17350,19512
NIT-Andhra-Pradesh,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,17350,27536
NIT-Manipur,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,17355,19104
NIT-Surat,Physics,5 Years,Int MSc.,HS,Gender-Neutral,OBC-NCL,0,17367,32233
NIT-Srinagar,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,17373,76890
NIT-Agartala,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,17403,20568
NIT-Durgapur,Chemical Engineering,5 Years,Btech + M.Tech (IDD),HS,Gender-Neutral,OBC-NCL,0,17405,44853
NIT-Puducherry,Civil Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,17411,30826
NIT-Allahabad,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,17425,24959
NIT-Manipur,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,17605,21137
NIT-Warangal,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,17611,27770
NIT-Rourkela,Bio Medical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,17645,38911
NIT-Raipur,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,17670,28571
NIT-Durgapur,Civil Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,17680,32823
IIT-Jodhpur,Civil and Infrastructure Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,17689,19205
NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,17735,23539
NIT-Hamirpur,Materials Science and Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,17748,20062
NIT-Puducherry,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,17772,29855
NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,17791,40120
NIT-Sikkim,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,17797,17797
NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,17812,30308
NIT-Arunachal-Pradesh,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,17826,19879
NIT-Puducherry,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,17846,27668
NIT-Hamirpur,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,17851,26773
NIT-Raipur,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,17878,35723
NIT-Agartala,Biotechnology and Biochemical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,17922,20890
NIT-Agartala,Mathematics & Computing,5 Years,BSc + MSc (IDD),HS,Gender-Neutral,SC,0,18000,25822
NIT-Warangal,Mechanical Engineering,4 Years,B.Tech,AP,Female-Only,GEN,0,18004,18004
IIT-Kharagpur,Applied Geology,4 Years,BSc,AI,Female-Only,GEN,0,18017,18982
IIT-(BHU) Varanasi,Architecture,5 Years,B.Arch,AI,Female-Only,GEN,0,18026,29247
NIT-Silchar,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,18049,38667
NIT-Raipur,Information Technology,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,18075,33631
NIT-Nagaland,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,18083,21513
NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,18084,18654
NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),OS,Female-Only,GEN,0,18179,30411
NIT-Raipur,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,18204,46929
NIT-Kurukshetra,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,18216,30397
NIT-Goa,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,18221,35494
NIT-Rourkela,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,18237,25719
NIT-Silchar,Electronics and Instrumentation Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,18304,24073
NIT-Rourkela,Industrial Design,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,18317,34882
NIT-Srinagar,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,18318,22104
NIT-Mizoram,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,18342,21469
NIT-Rourkela,Bio Technology,4 Years,B.Tech,OS,Female-Only,GEN,0,18354,26976
NIT-Goa,Mechanical Engineering,4 Years,B.Tech,GO,Gender-Neutral,SC,0,18378,38902
NIT-Raipur,Civil Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,18383,38713
NIT-Bhopal,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,18400,31719
NIT-Silchar,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,18446,21134
NIT-Agartala,Production Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,18470,21352
NIT-Calicut,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,18475,27867
NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,18481,28003
NIT-Durgapur,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,18483,26561
NIT-Allahabad,Civil Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,18499,35353
NIT-Rourkela,Ceramic Engineering and M.Tech Industrial Ceramic,5 Years,Btech + M.Tech (IDD),HS,Gender-Neutral,OBC-NCL,0,18512,32239
NIT-Manipur,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,18599,18599
NIT-Jamshedpur,Production and Industrial Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,18651,23348
NIT-Patna,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,18665,35449
NIT-Durgapur,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,18669,49792
NIT-Surat,Mathematics,5 Years,Int MSc.,HS,Gender-Neutral,SC,0,18682,21243
NIT-Rourkela,Bio Medical Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,18704,34554
NIT-Jaipur,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,18705,30757
NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,18756,31928
NIT-Nagaland,Electronics and Instrumentation Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,18817,19727
NIT-Puducherry,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,18850,31275
NIT-Rourkela,Bio Technology,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,18862,26484
NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,18868,26007
NIT-Nagaland,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,18882,20914
NIT-Bhopal,Materials Science and Metallurgical Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,18889,23610
NIT-Jamshedpur,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,18894,35441
NIT-Srinagar,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,18908,21332
NIT-Srinagar,Civil Engineering,4 Years,B.Tech,JK,Female-Only,SC,0,18955,27272
NIT-Uttarakhand,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,18960,37552
NIT-Delhi,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,18995,23255
NIT-Mizoram,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,18997,21557
NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,19008,29566
NIT-Uttarakhand,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,19009,26849
NIT-Rourkela,Civil Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,19041,33454
NIT-Karnataka-Surathkal,Civil Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,19077,42300
NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,19105,41857
NIT-Warangal,Metallurgical and Materials Engineering,4 Years,B.Tech,AP,Gender-Neutral,GEN,0,19121,23071
NIT-Agartala,Production Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,19278,29787
NIT-Patna,Chemistry,5 Years,Int MSc.,OS,Female-Only,OBC-NCL,0,19295,19295
NIT-Tiruchirappalli,Instrumentation and Control Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,19306,19306
NIT-Rourkela,Food Process Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,19334,43424
NIT-Jalandhar,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,19365,38914
