institute_short,program_name,program_duration,degree_short,quota,pool,category,is_preparatory,opening_rank,closing_rank
NIT-Silchar,Electronics and Instrumentation Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,2847,5433
IIT-(BHU) Varanasi,Industrial Chemistry,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL,0,2849,4929
NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,2851,4638
IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,2852,5172
NIT-Jaipur,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-PWD,0,2855,2855
IIT-(BHU) Varanasi,Industrial Chemistry,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,2856,2856
NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,2858,4741
NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,2859,21148
NIT-Karnataka-Surathkal,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,2859,3941
IIT-Hyderabad,Engineering Science,4 Years,B.Tech,AI,Female-Only,GEN,0,2859,6911
IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,2859,3776
NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,2860,6903
NIT-Arunachal-Pradesh,Civil Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,2862,6330
NIT-Jamshedpur,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,2863,6483
IIT-Delhi,Chemical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,OBC-NCL,0,2864,4504
NIT-Warangal,Civil Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,2865,2865
IIT-Madras,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,2871,5301
IIT-Jammu,Chemical Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,2873,3032
NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,2874,4876
IIT-(BHU) Varanasi,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,2876,6529
NIT-Jaipur,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,2876,5836
IIT-Roorkee,Physics,5 Years,Int MSc.,AI,Gender-Neutral,OBC-NCL,0,2877,4429
NIT-Jaipur,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,2877,4633
NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,2878,2983
IIT-Bombay,Chemistry,4 Years,BSc,AI,Female-Only,OBC-NCL,0,2878,6738
IIT-Delhi,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,2883,8281
NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,2884,3914
IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL,0,2885,5099
IIT-Madras,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,OBC-NCL,0,2889,3343
IIT-Palakkad,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,2889,3037
IIT-Patna,Civil Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,2890,3350
NIT-Surat,Chemistry,5 Years,Int MSc.,OS,Gender-Neutral,ST,0,2890,3379
IIT-Kharagpur,Chemical Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,2892,8728
NIT-Surat,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,2895,7376
IIT-Bhubaneswar,Electrical Engineering and M.Tech Power Electronics and Drives,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,OBC-NCL,0,2897,4377
NIT-Raipur,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,2898,3322
IIT-Dharwad,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,2899,3339
NIT-Calicut,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,2900,4105
NIT-Kurukshetra,Production and Industrial Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,2900,4514
NIT-Jalandhar,Information Technology,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,2902,4461
NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,2904,7365
NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,2905,5367
NIT-Goa,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,2905,5429
IIT-Mandi,Engineering Physics,4 Years,B.Tech,AI,Female-Only,SC,0,2906,3482
IIT-Kanpur,Civil Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,2908,5613
NIT-Durgapur,Bio Technology,4 Years,B.Tech,HS,Female-Only,SC,0,2908,9212
NIT-Patna,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,2908,4612
IIT-Palakkad,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,2912,3784
NIT-Uttarakhand,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,2912,3743
NIT-Agartala,Production Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,2912,3716
NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,2912,3856
NIT-Bhopal,Mathematics and Data Science,5 Years,Btech + M.Tech (IDD),HS,Gender-Neutral,ST,0,2913,2913
IIT-Madras,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,2917,5554
IIT-Kharagpur,Mining Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,2918,3551
IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,2920,2958
NIT-Bhopal,Materials Science and Metallurgical Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,2921,3365
NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,2923,14059
NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,2924,3502
IIT-Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,2924,3018
IIT-Indore,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,2926,2926
IIT-Jammu,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,2927,6687
NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,2930,2930
IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,2930,4866
NIT-Andhra-Pradesh,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,2931,4341
NIT-Andhra-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,2932,5242
NIT-Calicut,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,2934,4697
NIT-Warangal,Electronics and Communication Engineering,4 Years,B.Tech,AP,Gender-Neutral,GEN,0,2935,5518
NIT-Hamirpur,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,2938,3784
IIT-Kharagpur,Aerospace Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,2938,4876
NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,2938,4453
NIT-Warangal,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,2944,2944
IIT-Jammu,Materials Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,2945,4377
IIT-Roorkee,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,2946,5213
IIT-(BHU) Varanasi,Materials Science and Technology,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,2947,684
NIT-Raipur,Bio Medical Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,2947,3471
IIT-Patna,Chemical Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,2949,3373
IIT-Kanpur,Biological Sciences and Bioengineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,2951,3234
NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,2951,8383
IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,2952,3132
NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,2952,4959
NIT-Raipur,Mining Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,2953,4552
IIT-Kharagpur,Mining Safety Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,2956,3434
IIT-Bhubaneswar,Mechanical Engineering with M.Tech. in Manufacturing Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,2957,3399
NIT-Srinagar,Civil Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,2958,5673
NIT-Jamshedpur,Production and Industrial Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,2959,3382
NIT-Agartala,Chemistry,5 Years,BSc + MSc (IDD),HS,Gender-Neutral,GEN-PWD,0,2960,2960
NIT-Durgapur,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,2960,6908
IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,2963,6807
IIT-Hyderabad,Industrial Chemistry,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,2968,2971
NIT-Uttarakhand,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,2969,8217
NIT-Agartala,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,2969,5172
IIT-(ISM) Dhanbad,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,2972,3671
NIT-Hamirpur,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,2973,5426
NIT-Uttarakhand,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,2973,4343
IIT-Bhubaneswar,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,2977,3627
NIT-Hamirpur,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,2978,4739
NIT-Andhra-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,2978,3519
IIT-Kharagpur,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,2980,8102
IIT-Patna,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,2981,3092
IIT-Bhubaneswar,Civil Engineering and M. Tech. in Structural Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,2981,2981
NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,2983,6003
IIT-Guwahati,Engineering Physics,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,2983,3229
IIT-Hyderabad,Materials Science and Metallurgical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,2984,3132
NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,2984,6838
NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,2986,3822
IIT-Bombay,Metallurgical Engineering & Materials Science,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN-EWS,0,2988,2988
IIT-(BHU) Varanasi,Ceramic Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,2988,4713
NIT-Allahabad,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,2991,5893
NIT-Rourkela,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,2992,7498
NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,2993,6048
NIT-Allahabad,Production and Industrial Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,2994,4843
IIT-Ropar,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,2995,7159
NIT-Agartala,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,2996,4751
NIT-Raipur,Bio Medical Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,2997,6513
NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3000,4931
NIT-Raipur,Bio Technology,4 Years,B.Tech,HS,Gender-Neutral,ST,0,3000,4719
IIT-Kharagpur,Mining Safety Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL,0,3000,4592
NIT-Jamshedpur,Production and Industrial Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,3001,5464
IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,3001,3525
IIT-Kharagpur,Chemical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,3001,5418
IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3001,3832
IIT-Delhi,Materials Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3002,4349
IIT-Kharagpur,Physics,4 Years,BSc,AI,Female-Only,GEN-EWS,0,3007,3007
NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,OS,Female-Only,GEN,0,3007,5533
NIT-Karnataka-Surathkal,Civil Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3010,5083
NIT-Durgapur,Electrical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3012,5397
NIT-Karnataka-Surathkal,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,3014,5049
NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3015,4329
NIT-Warangal,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,3015,3285
NIT-Durgapur,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3016,5674
IIT-(BHU) Varanasi,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN-EWS,0,3017,3754
NIT-Silchar,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3018,4410
NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,3018,4966
NIT-Tiruchirappalli,Production Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3019,3019
NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,3019,9154
NIT-Surat,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,3019,4062
IIT-Hyderabad,Engineering Physics,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3022,6738
NIT-Jalandhar,Information Technology,4 Years,B.Tech,OS,Female-Only,SC,0,3023,4118
NIT-Jamshedpur,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3025,9055
NIT-Rourkela,Physics,5 Years,Int MSc.,OS,Gender-Neutral,GEN-EWS,0,3028,5330
IIT-Kanpur,Materials Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3030,5906
NIT-Andhra-Pradesh,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3031,3286
IIT-Roorkee,Civil Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3032,5999
NIT-Jaipur,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3033,5072
NIT-Warangal,Metallurgical and Materials Engineering,4 Years,B.Tech,AP,Gender-Neutral,SC,0,3033,3033
NIT-Durgapur,Chemical Engineering,5 Years,Btech + M.Tech (IDD),OS,Female-Only,ST,0,3037,4670
NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,JK,Gender-Neutral,SC,0,3041,8951
NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,3044,3919
NIT-Agartala,Physics,5 Years,BSc + MSc (IDD),OS,Gender-Neutral,ST,0,3045,3901
NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,3045,3783
IIT-Dharwad,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3046,4867
IIT-Kharagpur,Applied Geology,5 Years,Int MSc.,AI,Gender-Neutral,OBC-NCL,0,3048,5393
IIT-Roorkee,Chemistry,5 Years,Int MSc.,AI,Gender-Neutral,OBC-NCL,0,3048,5352
NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,3050,9958
NIT-Karnataka-Surathkal,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,3051,18602
NIT-Raipur,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,3051,6125
NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3052,5262
IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,OBC-NCL,0,3053,5108
IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,3056,3403
NIT-Rourkela,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3057,4908
NIT-Durgapur,Bio Technology,4 Years,B.Tech,OS,Female-Only,GEN-PWD,0,3058,3058
IIT-Delhi,Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,3058,4714
NIT-Calicut,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,3059,53649
NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3062,4366
NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3063,5549
NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3064,5763
NIT-Raipur,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3066,4924
IIT-Madras,Biological Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,OBC-NCL,0,3067,5630
NIT-Jalandhar,Bio Technology,4 Years,B.Tech,OS,Female-Only,ST,0,3068,3068
IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3069,3610
IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3070,3070
IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3071,6264
NIT-Durgapur,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3073,5387
IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3073,6796
NIT-Rourkela,Life Science,5 Years,Int MSc.,OS,Gender-Neutral,SC,0,3077,9440
NIT-Warangal,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,3077,6755
IIT-Kanpur,Earth Sciences,4 Years,BSc,AI,Female-Only,GEN-EWS,0,3080,3498
NIT-Tiruchirappalli,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,3080,3508
NIT-Warangal,Civil Engineering,4 Years,B.Tech,AP,Gender-Neutral,OBC-NCL,0,3080,5097
NIT-Warangal,Civil Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3083,3093
NIT-Allahabad,Civil Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3085,6785
NIT-Nagaland,Electronics and Instrumentation Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,3086,3685
NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,3086,14897
NIT-Jalandhar,Information Technology,4 Years,B.Tech,HS,Female-Only,SC,0,3086,9809
NIT-Rourkela,Bio Medical Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,3088,4076
IIT-Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,3088,5887
NIT-Rourkela,Chemistry,5 Years,Int MSc.,OS,Gender-Neutral,ST,0,3089,3410
IIT-Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,OBC-NCL,0,3094,6231
IIT-(ISM) Dhanbad,Petroleum Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3095,3809
NIT-Allahabad,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,3097,5852
NIT-Calicut,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3100,5195
NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3101,10757
NIT-Rourkela,Industrial Design,4 Years,B.Tech,HS,Gender-Neutral,ST,0,3108,5398
NIT-Raipur,Bio Technology,4 Years,B.Tech,OS,Female-Only,ST,0,3109,5416
IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,3111,4589
IIT-Jammu,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,3112,4823
IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,3116,3248
NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,3116,10875
NIT-Silchar,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3117,6928
NIT-Rourkela,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3118,6765
IIT-Kharagpur,Economics,5 Years,Int MSc.,AI,Female-Only,GEN-EWS,0,3119,3119
NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,3123,3180
NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,3124,7943
NIT-Nagpur,Mining Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3124,4052
NIT-Durgapur,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,3125,6603
IIT-Ropar,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3125,3426
IIT-Bhubaneswar,Metallurgical and Materials Engineering and M.Tech. in Materials Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL,0,3126,3563
NIT-Allahabad,Bio Technology,4 Years,B.Tech,OS,Female-Only,ST,0,3127,4182
IIT-(ISM) Dhanbad,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3131,3162
NIT-Bhopal,Materials Science and Metallurgical Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,3131,5435
NIT-Arunachal-Pradesh,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,3135,3135
IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,AI,Female-Only,SC,0,3136,763
NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3137,5167
NIT-Patna,Civil Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,3138,4185
IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL,0,3138,5365
NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3139,6316
NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,3139,4621
IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN-EWS,0,3140,3278
IIT-Kanpur,Physics,4 Years,BSc,AI,Female-Only,GEN,0,3141,12945
NIT-Karnataka-Surathkal,Mining Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3141,6728
NIT-Silchar,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,3142,3952
IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3143,5224
IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3146,5949
IIT-Kharagpur,Chemical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,OBC-NCL,0,3147,6961
NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3148,4756
NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3150,4104
IIT-(ISM) Dhanbad,Applied Geophysics,5 Years,Int M.Tech,AI,Gender-Neutral,OBC-NCL,0,3152,5519
NIT-Durgapur,Bio Technology,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3153,9272
NIT-Puducherry,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3157,3842
NIT-Jalandhar,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,3159,19163
IIT-Roorkee,Applied Mathematics,5 Years,Int MSc.,AI,Female-Only,GEN,0,3159,6545
NIT-Allahabad,Information Technology,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,3159,5595
NIT-Tiruchirappalli,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3161,6564
NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),OS,Female-Only,GEN-EWS,0,3164,3640
NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,3166,4545
IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,3168,3473
IIT-Tirupati,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3174,5441
NIT-Calicut,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3175,23699
IIT-Kharagpur,Economics,4 Years,BSc,AI,Female-Only,SC,0,3176,3176
NIT-Warangal,Chemical Engineering,4 Years,B.Tech,AP,Female-Only,SC,0,3177,3177
IIT-Bhubaneswar,Civil Engineering and M.Tech in Transportation Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,3177,3177
